img_id,img_name,Point-only_mIoU,Point(Adaptive)_mIoU,is_complex_image,complex_label
410735,000000410735.jpg,0.576,0.4706,False,简单图片
494188,000000494188.jpg,0.5828,0.6038,True,复杂图片
92177,000000092177.jpg,0.5539,0.7403,False,简单图片
252716,000000252716.jpg,0.6005,0.8954,True,复杂图片
541055,000000541055.jpg,0.1544,0.2642,True,复杂图片
549930,000000549930.jpg,0.525,0.5481,True,复杂图片
577862,000000577862.jpg,0.646,0.6894,True,复杂图片
129416,000000129416.jpg,0.6807,0.672,True,复杂图片
181859,000000181859.jpg,0.4568,0.5566,True,复杂图片
572408,000000572408.jpg,0.6277,0.7624,False,简单图片
574297,000000574297.jpg,0.6447,0.622,True,复杂图片
416745,000000416745.jpg,0.2903,0.2761,False,简单图片
473869,000000473869.jpg,0.6022,0.6177,False,简单图片
189436,000000189436.jpg,0.4882,0.8713,False,简单图片
363207,000000363207.jpg,0.5933,0.5951,False,简单图片
341921,000000341921.jpg,0.7076,0.6968,True,复杂图片
480021,000000480021.jpg,0.41,0.6197,True,复杂图片
162858,000000162858.jpg,0.559,0.6174,False,简单图片
555009,000000555009.jpg,0.6722,0.717,False,简单图片
33368,000000033368.jpg,0.8588,0.8582,True,复杂图片
163290,000000163290.jpg,0.4965,0.6106,True,复杂图片
293300,000000293300.jpg,0.7376,0.6753,False,简单图片
153568,000000153568.jpg,0.0295,0.029,False,简单图片
1532,000000001532.jpg,0.5404,0.6121,False,简单图片
577932,000000577932.jpg,0.6382,0.6525,True,复杂图片
135670,000000135670.jpg,0.0218,0.0359,False,简单图片
516916,000000516916.jpg,0.6939,0.6286,False,简单图片
105264,000000105264.jpg,0.5026,0.7552,True,复杂图片
370478,000000370478.jpg,0.6931,0.4696,False,简单图片
511647,000000511647.jpg,0.7678,0.7461,True,复杂图片
324614,000000324614.jpg,0.1309,0.1418,False,简单图片
344100,000000344100.jpg,0.6063,0.6086,False,简单图片
365207,000000365207.jpg,0.5486,0.6125,False,简单图片
342295,000000342295.jpg,0.5703,0.5694,False,简单图片
60770,000000060770.jpg,0.4741,0.4565,True,复杂图片
23899,000000023899.jpg,0.5922,0.5375,False,简单图片
409475,000000409475.jpg,0.8853,0.4227,True,复杂图片
393115,000000393115.jpg,0.0183,0.0454,False,简单图片
82696,000000082696.jpg,0.4887,0.4947,True,复杂图片
509008,000000509008.jpg,0.9549,0.9714,False,简单图片
22705,000000022705.jpg,0.5835,0.6566,True,复杂图片
569030,000000569030.jpg,0.5292,0.5376,True,复杂图片
248616,000000248616.jpg,0.5796,0.7834,True,复杂图片
23272,000000023272.jpg,0.3777,0.8226,False,简单图片
4395,000000004395.jpg,0.4923,0.4904,False,简单图片
513688,000000513688.jpg,0.3902,0.3643,False,简单图片
303818,000000303818.jpg,0.4257,0.5666,True,复杂图片
260266,000000260266.jpg,0.6854,0.6959,False,简单图片
183104,000000183104.jpg,0.4889,0.6712,False,简单图片
248112,000000248112.jpg,0.6367,0.7961,True,复杂图片
358923,000000358923.jpg,0.2427,0.6272,False,简单图片
530854,000000530854.jpg,0.9188,0.9007,False,简单图片
322724,000000322724.jpg,0.4351,0.5136,False,简单图片
133000,000000133000.jpg,0.0785,0.0771,True,复杂图片
393056,000000393056.jpg,0.5139,0.7009,True,复杂图片
470924,000000470924.jpg,0.5,0.4969,True,复杂图片
221708,000000221708.jpg,0.3991,0.3729,False,简单图片
318114,000000318114.jpg,0.7336,0.6459,False,简单图片
464824,000000464824.jpg,0.756,0.5942,False,简单图片
274708,000000274708.jpg,0.598,0.5744,True,复杂图片
303713,000000303713.jpg,0.5393,0.5519,True,复杂图片
554266,000000554266.jpg,0.4403,0.5393,False,简单图片
424721,000000424721.jpg,0.6219,0.7098,False,简单图片
558213,000000558213.jpg,0.3341,0.5035,True,复杂图片
397279,000000397279.jpg,0.6218,0.7258,True,复杂图片
462371,000000462371.jpg,0.465,0.3992,False,简单图片
493334,000000493334.jpg,0.6142,0.5962,False,简单图片
495448,000000495448.jpg,0.543,0.5554,False,简单图片
135410,000000135410.jpg,0.3317,0.404,False,简单图片
360393,000000360393.jpg,0.3347,0.503,False,简单图片
189226,000000189226.jpg,0.1282,0.1425,False,简单图片
226171,000000226171.jpg,0.6964,0.6981,False,简单图片
528705,000000528705.jpg,0.3269,0.3253,False,简单图片
541291,000000541291.jpg,0.6542,0.6562,False,简单图片
276434,000000276434.jpg,0.5038,0.5045,False,简单图片
460967,000000460967.jpg,0.2495,0.1248,True,复杂图片
447088,000000447088.jpg,0.5314,0.7361,True,复杂图片
445675,000000445675.jpg,0.8907,0.9271,True,复杂图片
150417,000000150417.jpg,0.3266,0.3284,False,简单图片
264968,000000264968.jpg,0.5857,0.6378,True,复杂图片
290179,000000290179.jpg,0.7745,0.8416,True,复杂图片
28993,000000028993.jpg,0.5294,0.5392,True,复杂图片
328117,000000328117.jpg,0.8253,0.8519,False,简单图片
79565,000000079565.jpg,0.764,0.8301,True,复杂图片
322352,000000322352.jpg,0.5565,0.5634,False,简单图片
338304,000000338304.jpg,0.3765,0.4396,False,简单图片
115118,000000115118.jpg,0.0253,0.5888,False,简单图片
304545,000000304545.jpg,0.1814,0.9156,False,简单图片
500270,000000500270.jpg,0.5095,0.601,True,复杂图片
363188,000000363188.jpg,0.4306,0.4678,False,简单图片
206025,000000206025.jpg,0.5242,0.5204,False,简单图片
373315,000000373315.jpg,0.4564,0.656,True,复杂图片
573943,000000573943.jpg,0.6427,0.6796,False,简单图片
78426,000000078426.jpg,0.8408,0.8407,False,简单图片
384651,000000384651.jpg,0.8236,0.6775,False,简单图片
281414,000000281414.jpg,0.357,0.8601,True,复杂图片
245651,000000245651.jpg,0.2285,0.2293,False,简单图片
365642,000000365642.jpg,0.623,0.5407,False,简单图片
269121,000000269121.jpg,0.5863,0.8239,True,复杂图片
545407,000000545407.jpg,0.8242,0.8342,True,复杂图片
2431,000000002431.jpg,0.715,0.662,False,简单图片
345252,000000345252.jpg,0.3113,0.4427,True,复杂图片
338718,000000338718.jpg,0.5539,0.8577,True,复杂图片
23751,000000023751.jpg,0.7287,0.812,False,简单图片
565877,000000565877.jpg,0.4807,0.6514,False,简单图片
542089,000000542089.jpg,0.8919,0.9064,False,简单图片
36861,000000036861.jpg,0.5301,0.0423,False,简单图片
390301,000000390301.jpg,0.7,0.7113,False,简单图片
384670,000000384670.jpg,0.6266,0.8284,False,简单图片
515266,000000515266.jpg,0.5384,0.5754,True,复杂图片
437239,000000437239.jpg,0.5246,0.6652,True,复杂图片
459500,000000459500.jpg,0.6792,0.6556,True,复杂图片
224675,000000224675.jpg,0.4453,0.5346,False,简单图片
322968,000000322968.jpg,0.8446,0.8581,False,简单图片
246883,000000246883.jpg,0.5436,0.6354,True,复杂图片
370900,000000370900.jpg,0.3326,0.4139,False,简单图片
189752,000000189752.jpg,0.4588,0.5051,False,简单图片
257370,000000257370.jpg,0.3234,0.3491,True,复杂图片
257896,000000257896.jpg,0.4577,0.7764,False,简单图片
150638,000000150638.jpg,0.5777,0.5358,False,简单图片
96427,000000096427.jpg,0.6246,0.5268,True,复杂图片
142324,000000142324.jpg,0.4228,0.5628,True,复杂图片
40757,000000040757.jpg,0.4655,0.5085,False,简单图片
333956,000000333956.jpg,0.4993,0.9085,False,简单图片
462643,000000462643.jpg,0.0102,0.4512,True,复杂图片
400082,000000400082.jpg,0.4982,0.6012,False,简单图片
466567,000000466567.jpg,0.024,0.0238,False,简单图片
540932,000000540932.jpg,0.6114,0.663,True,复杂图片
405691,000000405691.jpg,0.547,0.5323,False,简单图片
350488,000000350488.jpg,0.9216,0.9199,True,复杂图片
312549,000000312549.jpg,0.0,0.0,False,简单图片
462728,000000462728.jpg,0.711,0.8809,True,复杂图片
283717,000000283717.jpg,0.6781,0.7194,False,简单图片
419408,000000419408.jpg,0.6122,0.6448,True,复杂图片
440508,000000440508.jpg,0.8455,0.0074,False,简单图片
498747,000000498747.jpg,0.4691,0.4629,False,简单图片
517687,000000517687.jpg,0.6178,0.6178,False,简单图片
185409,000000185409.jpg,0.6288,0.6124,False,简单图片
58384,000000058384.jpg,0.7434,0.7377,False,简单图片
464144,000000464144.jpg,0.1669,0.342,True,复杂图片
344816,000000344816.jpg,0.9278,0.0077,False,简单图片
222863,000000222863.jpg,0.7935,0.8483,True,复杂图片
191672,000000191672.jpg,0.3033,0.3526,True,复杂图片
128476,000000128476.jpg,0.324,0.2895,False,简单图片
344029,000000344029.jpg,0.3663,0.3809,True,复杂图片
56350,000000056350.jpg,0.3542,0.3515,False,简单图片
365521,000000365521.jpg,0.5209,0.5552,False,简单图片
533493,000000533493.jpg,0.628,0.6223,False,简单图片
404839,000000404839.jpg,0.6325,0.5779,False,简单图片
297698,000000297698.jpg,0.5165,0.4114,True,复杂图片
566436,000000566436.jpg,0.3091,0.1654,False,简单图片
459272,000000459272.jpg,0.5738,0.5286,True,复杂图片
263644,000000263644.jpg,0.2295,0.2292,False,简单图片
143961,000000143961.jpg,0.3645,0.4836,False,简单图片
412362,000000412362.jpg,0.6974,0.6339,False,简单图片
436315,000000436315.jpg,0.0013,0.0013,False,简单图片
51309,000000051309.jpg,0.6785,0.7808,True,复杂图片
449198,000000449198.jpg,0.0,0.0,False,简单图片
177861,000000177861.jpg,0.6482,0.7023,True,复杂图片
134886,000000134886.jpg,0.5499,0.5596,True,复杂图片
466602,000000466602.jpg,0.415,0.3275,True,复杂图片
244592,000000244592.jpg,0.478,0.6943,False,简单图片
323151,000000323151.jpg,0.2449,0.221,False,简单图片
388056,000000388056.jpg,0.3724,0.5455,False,简单图片
191845,000000191845.jpg,0.5669,0.6216,False,简单图片
185157,000000185157.jpg,0.3411,0.481,True,复杂图片
187585,000000187585.jpg,0.3233,0.4112,True,复杂图片
100274,000000100274.jpg,0.5542,0.5145,True,复杂图片
551215,000000551215.jpg,0.7149,0.7165,True,复杂图片
473974,000000473974.jpg,0.6504,0.7042,False,简单图片
66561,000000066561.jpg,0.6522,0.662,True,复杂图片
384527,000000384527.jpg,0.4519,0.433,True,复杂图片
322844,000000322844.jpg,0.4498,0.3513,False,简单图片
367228,000000367228.jpg,0.416,0.6546,True,复杂图片
491497,000000491497.jpg,0.6571,0.6206,True,复杂图片
27620,000000027620.jpg,0.6814,0.6788,False,简单图片
102707,000000102707.jpg,0.7363,0.7198,False,简单图片
133645,000000133645.jpg,0.6103,0.6107,True,复杂图片
245576,000000245576.jpg,0.4947,0.5509,False,简单图片
435003,000000435003.jpg,0.5479,0.5983,False,简单图片
418062,000000418062.jpg,0.7146,0.6394,False,简单图片
468954,000000468954.jpg,0.499,0.6077,False,简单图片
308165,000000308165.jpg,0.7624,0.4976,True,复杂图片
243075,000000243075.jpg,0.9588,0.479,False,简单图片
161128,000000161128.jpg,0.7589,0.7683,True,复杂图片
213445,000000213445.jpg,0.4326,0.4882,False,简单图片
514914,000000514914.jpg,0.5005,0.5325,False,简单图片
336628,000000336628.jpg,0.3626,0.3359,False,简单图片
326128,000000326128.jpg,0.1708,0.3806,True,复杂图片
545100,000000545100.jpg,0.7425,0.6959,True,复杂图片
550797,000000550797.jpg,0.0279,0.0287,False,简单图片
42102,000000042102.jpg,0.4941,0.5042,True,复杂图片
545007,000000545007.jpg,0.9112,0.7962,False,简单图片
98716,000000098716.jpg,0.7432,0.6042,True,复杂图片
110282,000000110282.jpg,0.0181,0.0178,False,简单图片
291551,000000291551.jpg,0.5119,0.4983,True,复杂图片
119445,000000119445.jpg,0.6075,0.6987,True,复杂图片
398742,000000398742.jpg,0.6081,0.6677,False,简单图片
262440,000000262440.jpg,0.4836,0.4889,False,简单图片
235778,000000235778.jpg,0.4909,0.6468,True,复杂图片
72813,000000072813.jpg,0.8835,0.6833,False,简单图片
38829,000000038829.jpg,0.3007,0.5648,True,复杂图片
242411,000000242411.jpg,0.4544,0.4631,False,简单图片
51314,000000051314.jpg,0.7984,0.4579,True,复杂图片
86483,000000086483.jpg,0.7817,0.6534,True,复杂图片
206135,000000206135.jpg,0.8607,0.6958,True,复杂图片
239347,000000239347.jpg,0.2761,0.3013,True,复杂图片
12667,000000012667.jpg,0.9158,0.9168,False,简单图片
369503,000000369503.jpg,0.5177,0.5236,True,复杂图片
23359,000000023359.jpg,0.4328,0.3383,True,复杂图片
226883,000000226883.jpg,0.9088,0.9195,True,复杂图片
521141,000000521141.jpg,0.6997,0.7504,True,复杂图片
6040,000000006040.jpg,0.497,0.3998,True,复杂图片
565962,000000565962.jpg,0.8088,0.689,False,简单图片
191614,000000191614.jpg,0.6054,0.664,True,复杂图片
85157,000000085157.jpg,0.606,0.549,False,简单图片
539962,000000539962.jpg,0.4679,0.3746,True,复杂图片
110972,000000110972.jpg,0.9442,0.956,False,简单图片
453981,000000453981.jpg,0.4828,0.4838,False,简单图片
348216,000000348216.jpg,0.608,0.5462,False,简单图片
276284,000000276284.jpg,0.8023,0.6616,False,简单图片
198510,000000198510.jpg,0.1864,0.3765,True,复杂图片
369442,000000369442.jpg,0.557,0.6122,True,复杂图片
425390,000000425390.jpg,0.3388,0.4307,False,简单图片
119365,000000119365.jpg,0.6011,0.4465,False,简单图片
181796,000000181796.jpg,0.5118,0.5345,True,复杂图片
242946,000000242946.jpg,0.5484,0.5295,False,简单图片
32735,000000032735.jpg,0.4194,0.2903,True,复杂图片
329041,000000329041.jpg,0.698,0.6664,False,简单图片
164885,000000164885.jpg,0.6602,0.6454,True,复杂图片
177357,000000177357.jpg,0.8454,0.8803,True,复杂图片
435081,000000435081.jpg,0.5713,0.5793,True,复杂图片
491090,000000491090.jpg,0.275,0.3762,True,复杂图片
550471,000000550471.jpg,0.6918,0.8389,True,复杂图片
301421,000000301421.jpg,0.6579,0.5616,False,简单图片
292330,000000292330.jpg,0.4441,0.456,True,复杂图片
334483,000000334483.jpg,0.5313,0.5224,False,简单图片
367818,000000367818.jpg,0.2722,0.5474,True,复杂图片
409867,000000409867.jpg,0.7526,0.7477,False,简单图片
476119,000000476119.jpg,0.2895,0.6672,True,复杂图片
423944,000000423944.jpg,0.0242,0.0252,True,复杂图片
287545,000000287545.jpg,0.8042,0.8085,True,复杂图片
450202,000000450202.jpg,0.2257,0.1806,False,简单图片
40083,000000040083.jpg,0.4422,0.489,True,复杂图片
193494,000000193494.jpg,0.1847,0.1823,False,简单图片
411665,000000411665.jpg,0.3574,0.6293,False,简单图片
289417,000000289417.jpg,0.6929,0.6996,True,复杂图片
564133,000000564133.jpg,0.4849,0.6376,False,简单图片
203629,000000203629.jpg,0.5103,0.5581,False,简单图片
316404,000000316404.jpg,0.6818,0.4987,True,复杂图片
25393,000000025393.jpg,0.4455,0.5533,True,复杂图片
235057,000000235057.jpg,0.0143,0.0142,False,简单图片
259640,000000259640.jpg,0.4254,0.4135,False,简单图片
210915,000000210915.jpg,0.4582,0.677,True,复杂图片
231879,000000231879.jpg,0.408,0.4839,False,简单图片
55022,000000055022.jpg,0.3332,0.356,True,复杂图片
13004,000000013004.jpg,0.1615,0.1616,False,简单图片
530061,000000530061.jpg,0.58,0.5367,False,简单图片
99114,000000099114.jpg,0.5364,0.5916,True,复杂图片
353970,000000353970.jpg,0.4203,0.6229,True,复杂图片
525155,000000525155.jpg,0.5629,0.6694,True,复杂图片
74860,000000074860.jpg,0.9154,0.914,False,简单图片
543047,000000543047.jpg,0.646,0.7325,True,复杂图片
349480,000000349480.jpg,0.5882,0.5882,True,复杂图片
97988,000000097988.jpg,0.5279,0.5773,True,复杂图片
497344,000000497344.jpg,0.501,0.3642,False,简单图片
188439,000000188439.jpg,0.3535,0.5855,True,复杂图片
117719,000000117719.jpg,0.3408,0.3825,False,简单图片
377882,000000377882.jpg,0.5168,0.5564,False,简单图片
182923,000000182923.jpg,0.528,0.4961,False,简单图片
518326,000000518326.jpg,0.1875,0.399,False,简单图片
80666,000000080666.jpg,0.5226,0.5136,True,复杂图片
328430,000000328430.jpg,0.6079,0.6324,True,复杂图片
186345,000000186345.jpg,0.8051,0.6604,True,复杂图片
468965,000000468965.jpg,0.5079,0.6887,True,复杂图片
153011,000000153011.jpg,0.4444,0.5091,True,复杂图片
496409,000000496409.jpg,0.5835,0.5796,True,复杂图片
300659,000000300659.jpg,0.7826,0.8069,True,复杂图片
352491,000000352491.jpg,0.4908,0.1949,True,复杂图片
371472,000000371472.jpg,0.643,0.5853,False,简单图片
290833,000000290833.jpg,0.741,0.7252,True,复杂图片
357501,000000357501.jpg,0.8075,0.7022,True,复杂图片
285047,000000285047.jpg,0.4616,0.8179,False,简单图片
465836,000000465836.jpg,0.2082,0.3009,True,复杂图片
569825,000000569825.jpg,0.5199,0.5292,False,简单图片
344909,000000344909.jpg,0.6606,0.6604,False,简单图片
24021,000000024021.jpg,0.4729,0.53,False,简单图片
250766,000000250766.jpg,0.4994,0.3408,True,复杂图片
152686,000000152686.jpg,0.7345,0.8859,True,复杂图片
369812,000000369812.jpg,0.7246,0.6909,True,复杂图片
426836,000000426836.jpg,0.8513,0.5803,True,复杂图片
443844,000000443844.jpg,0.1867,0.5374,True,复杂图片
516038,000000516038.jpg,0.4715,0.582,True,复杂图片
555412,000000555412.jpg,0.0042,0.0069,False,简单图片
476491,000000476491.jpg,0.0,0.0,False,简单图片
100283,000000100283.jpg,0.4669,0.4862,True,复杂图片
